article	property	value
https://tg.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:%D0%9F%D0%B0%D0%B9%D0%B2%D0%B0%D0%BD%D0%B4%D2%B3%D0%BE%D0%B8_%D0%B1%D0%B5%D1%80%D1%83%D0%BD%D0%B0	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://tg.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:%D0%9F%D0%B0%D0%B9%D0%B2%D0%B0%D0%BD%D0%B4%D2%B3%D0%BE%D0%B8_%D0%B1%D0%B5%D1%80%D1%83%D0%BD%D0%B0	http://schema.org/name	Шаблон:Пайвандҳои беруна
https://tg.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:%D0%9F%D0%B0%D0%B9%D0%B2%D0%B0%D0%BD%D0%B4%D2%B3%D0%BE%D0%B8_%D0%B1%D0%B5%D1%80%D1%83%D0%BD%D0%B0	http://schema.org/isPartOf	https://tg.wikipedia.org/
https://th.wikipedia.org/wiki/%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B9%81%E0%B8%9A%E0%B8%9A:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://th.wikipedia.org/wiki/%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B9%81%E0%B8%9A%E0%B8%9A:Authority_control	http://schema.org/inLanguage	th
https://th.wikipedia.org/wiki/%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B9%81%E0%B8%9A%E0%B8%9A:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://th.wikipedia.org/wiki/%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B9%81%E0%B8%9A%E0%B8%9A:Authority_control	http://schema.org/name	แม่แบบ:Authority control
https://th.wikipedia.org/wiki/%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B9%81%E0%B8%9A%E0%B8%9A:Authority_control	http://schema.org/isPartOf	https://th.wikipedia.org/
https://tl.wikipedia.org/wiki/Padron:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://tl.wikipedia.org/wiki/Padron:Authority_control	http://schema.org/inLanguage	tl
https://tl.wikipedia.org/wiki/Padron:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://tl.wikipedia.org/wiki/Padron:Authority_control	http://schema.org/name	Padron:Authority control
https://tl.wikipedia.org/wiki/Padron:Authority_control	http://schema.org/isPartOf	https://tl.wikipedia.org/
https://tr.wikipedia.org/wiki/%C5%9Eablon:Otorite_kontrol%C3%BC	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://tr.wikipedia.org/wiki/%C5%9Eablon:Otorite_kontrol%C3%BC	http://schema.org/inLanguage	tr
https://tr.wikipedia.org/wiki/%C5%9Eablon:Otorite_kontrol%C3%BC	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://tr.wikipedia.org/wiki/%C5%9Eablon:Otorite_kontrol%C3%BC	http://schema.org/name	Şablon:Otorite kontrolü
https://tr.wikipedia.org/wiki/%C5%9Eablon:Otorite_kontrol%C3%BC	http://schema.org/isPartOf	https://tr.wikipedia.org/
https://tt.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BB%D1%8B%D0%BF:%D0%A2%D1%8B%D1%88%D0%BA%D1%8B_%D1%81%D1%8B%D0%BB%D1%82%D0%B0%D0%BC%D0%B0%D0%BB%D0%B0%D1%80	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://tt.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BB%D1%8B%D0%BF:%D0%A2%D1%8B%D1%88%D0%BA%D1%8B_%D1%81%D1%8B%D0%BB%D1%82%D0%B0%D0%BC%D0%B0%D0%BB%D0%B0%D1%80	http://schema.org/inLanguage	tt
https://tt.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BB%D1%8B%D0%BF:%D0%A2%D1%8B%D1%88%D0%BA%D1%8B_%D1%81%D1%8B%D0%BB%D1%82%D0%B0%D0%BC%D0%B0%D0%BB%D0%B0%D1%80	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://tt.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BB%D1%8B%D0%BF:%D0%A2%D1%8B%D1%88%D0%BA%D1%8B_%D1%81%D1%8B%D0%BB%D1%82%D0%B0%D0%BC%D0%B0%D0%BB%D0%B0%D1%80	http://schema.org/name	Калып:Тышкы сылтамалар
https://tt.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BB%D1%8B%D0%BF:%D0%A2%D1%8B%D1%88%D0%BA%D1%8B_%D1%81%D1%8B%D0%BB%D1%82%D0%B0%D0%BC%D0%B0%D0%BB%D0%B0%D1%80	http://schema.org/isPartOf	https://tt.wikipedia.org/
https://uk.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:%D0%91%D1%96%D0%B1%D0%BB%D1%96%D0%BE%D1%96%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D1%96%D1%8F	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://uk.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:%D0%91%D1%96%D0%B1%D0%BB%D1%96%D0%BE%D1%96%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D1%96%D1%8F	http://schema.org/inLanguage	uk
https://uk.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:%D0%91%D1%96%D0%B1%D0%BB%D1%96%D0%BE%D1%96%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D1%96%D1%8F	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://uk.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:%D0%91%D1%96%D0%B1%D0%BB%D1%96%D0%BE%D1%96%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D1%96%D1%8F	http://schema.org/name	Шаблон:Бібліоінформація
https://uk.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:%D0%91%D1%96%D0%B1%D0%BB%D1%96%D0%BE%D1%96%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D1%96%D1%8F	http://schema.org/isPartOf	https://uk.wikipedia.org/
https://uk.wikisource.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://uk.wikisource.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:Authority_control	http://schema.org/inLanguage	uk
https://uk.wikisource.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://uk.wikisource.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:Authority_control	http://schema.org/name	Шаблон:Authority control
https://uk.wikisource.org/wiki/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:Authority_control	http://schema.org/isPartOf	https://uk.wikisource.org/
https://ur.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%DA%86%DB%81:%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA_%DA%A9%D8%AA%D8%A8_%D8%AE%D8%A7%D9%86%DB%81	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://ur.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%DA%86%DB%81:%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA_%DA%A9%D8%AA%D8%A8_%D8%AE%D8%A7%D9%86%DB%81	http://schema.org/inLanguage	ur
https://ur.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%DA%86%DB%81:%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA_%DA%A9%D8%AA%D8%A8_%D8%AE%D8%A7%D9%86%DB%81	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://ur.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%DA%86%DB%81:%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA_%DA%A9%D8%AA%D8%A8_%D8%AE%D8%A7%D9%86%DB%81	http://schema.org/name	سانچہ:معلومات کتب خانہ
https://ur.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%DA%86%DB%81:%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA_%DA%A9%D8%AA%D8%A8_%D8%AE%D8%A7%D9%86%DB%81	http://schema.org/isPartOf	https://ur.wikipedia.org/
https://vi.wikipedia.org/wiki/B%E1%BA%A3n_m%E1%BA%ABu:Ki%E1%BB%83m_so%C3%A1t_t%C3%ADnh_nh%E1%BA%A5t_qu%C3%A1n	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://vi.wikipedia.org/wiki/B%E1%BA%A3n_m%E1%BA%ABu:Ki%E1%BB%83m_so%C3%A1t_t%C3%ADnh_nh%E1%BA%A5t_qu%C3%A1n	http://schema.org/inLanguage	vi
https://vi.wikipedia.org/wiki/B%E1%BA%A3n_m%E1%BA%ABu:Ki%E1%BB%83m_so%C3%A1t_t%C3%ADnh_nh%E1%BA%A5t_qu%C3%A1n	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://vi.wikipedia.org/wiki/B%E1%BA%A3n_m%E1%BA%ABu:Ki%E1%BB%83m_so%C3%A1t_t%C3%ADnh_nh%E1%BA%A5t_qu%C3%A1n	http://schema.org/name	Bản mẫu:Kiểm soát tính nhất quán
https://vi.wikipedia.org/wiki/B%E1%BA%A3n_m%E1%BA%ABu:Ki%E1%BB%83m_so%C3%A1t_t%C3%ADnh_nh%E1%BA%A5t_qu%C3%A1n	http://schema.org/isPartOf	https://vi.wikipedia.org/
https://vi.wikisource.org/wiki/B%E1%BA%A3n_m%E1%BA%ABu:Ki%E1%BB%83m_so%C3%A1t_ch%E1%BB%89_m%E1%BB%A5c	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://vi.wikisource.org/wiki/B%E1%BA%A3n_m%E1%BA%ABu:Ki%E1%BB%83m_so%C3%A1t_ch%E1%BB%89_m%E1%BB%A5c	http://schema.org/inLanguage	vi
https://vi.wikisource.org/wiki/B%E1%BA%A3n_m%E1%BA%ABu:Ki%E1%BB%83m_so%C3%A1t_ch%E1%BB%89_m%E1%BB%A5c	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://vi.wikisource.org/wiki/B%E1%BA%A3n_m%E1%BA%ABu:Ki%E1%BB%83m_so%C3%A1t_ch%E1%BB%89_m%E1%BB%A5c	http://schema.org/name	Bản mẫu:Kiểm soát chỉ mục
https://vi.wikisource.org/wiki/B%E1%BA%A3n_m%E1%BA%ABu:Ki%E1%BB%83m_so%C3%A1t_ch%E1%BB%89_m%E1%BB%A5c	http://schema.org/isPartOf	https://vi.wikisource.org/
https://war.wikipedia.org/wiki/Batakan:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://war.wikipedia.org/wiki/Batakan:Authority_control	http://schema.org/inLanguage	war
https://war.wikipedia.org/wiki/Batakan:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://war.wikipedia.org/wiki/Batakan:Authority_control	http://schema.org/name	Batakan:Authority control
https://war.wikipedia.org/wiki/Batakan:Authority_control	http://schema.org/isPartOf	https://war.wikipedia.org/
https://www.wikidata.org/wiki/Template:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://www.wikidata.org/wiki/Template:Authority_control	http://schema.org/inLanguage	en
https://www.wikidata.org/wiki/Template:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://www.wikidata.org/wiki/Template:Authority_control	http://schema.org/name	Template:Authority control
https://www.wikidata.org/wiki/Template:Authority_control	http://schema.org/isPartOf	https://www.wikidata.org/
https://yi.wikipedia.org/wiki/%D7%9E%D7%95%D7%A1%D7%98%D7%A2%D7%A8:%D7%91%D7%99%D7%9B%D7%A2%D7%A8	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://yi.wikipedia.org/wiki/%D7%9E%D7%95%D7%A1%D7%98%D7%A2%D7%A8:%D7%91%D7%99%D7%9B%D7%A2%D7%A8	http://schema.org/inLanguage	yi
https://yi.wikipedia.org/wiki/%D7%9E%D7%95%D7%A1%D7%98%D7%A2%D7%A8:%D7%91%D7%99%D7%9B%D7%A2%D7%A8	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://yi.wikipedia.org/wiki/%D7%9E%D7%95%D7%A1%D7%98%D7%A2%D7%A8:%D7%91%D7%99%D7%9B%D7%A2%D7%A8	http://schema.org/name	מוסטער:ביכער
https://yi.wikipedia.org/wiki/%D7%9E%D7%95%D7%A1%D7%98%D7%A2%D7%A8:%D7%91%D7%99%D7%9B%D7%A2%D7%A8	http://schema.org/isPartOf	https://yi.wikipedia.org/
https://en.wiktionary.org/wiki/Template:authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://en.wiktionary.org/wiki/Template:authority_control	http://schema.org/inLanguage	en
https://en.wiktionary.org/wiki/Template:authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://en.wiktionary.org/wiki/Template:authority_control	http://schema.org/name	Template:authority control
https://en.wiktionary.org/wiki/Template:authority_control	http://schema.org/isPartOf	https://en.wiktionary.org/
https://eo.wikipedia.org/wiki/%C5%9Cablono:Bibliotekoj	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://eo.wikipedia.org/wiki/%C5%9Cablono:Bibliotekoj	http://schema.org/inLanguage	eo
https://eo.wikipedia.org/wiki/%C5%9Cablono:Bibliotekoj	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://eo.wikipedia.org/wiki/%C5%9Cablono:Bibliotekoj	http://schema.org/name	Ŝablono:Bibliotekoj
https://eo.wikipedia.org/wiki/%C5%9Cablono:Bibliotekoj	http://schema.org/isPartOf	https://eo.wikipedia.org/
https://es.wikipedia.org/wiki/Plantilla:Control_de_autoridades	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://es.wikipedia.org/wiki/Plantilla:Control_de_autoridades	http://schema.org/inLanguage	es
https://es.wikipedia.org/wiki/Plantilla:Control_de_autoridades	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://es.wikipedia.org/wiki/Plantilla:Control_de_autoridades	http://schema.org/name	Plantilla:Control de autoridades
https://es.wikipedia.org/wiki/Plantilla:Control_de_autoridades	http://schema.org/isPartOf	https://es.wikipedia.org/
https://es.wikisource.org/wiki/Plantilla:Control_de_autoridad	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://es.wikisource.org/wiki/Plantilla:Control_de_autoridad	http://schema.org/inLanguage	es
https://es.wikisource.org/wiki/Plantilla:Control_de_autoridad	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://es.wikisource.org/wiki/Plantilla:Control_de_autoridad	http://schema.org/name	Plantilla:Control de autoridad
https://es.wikisource.org/wiki/Plantilla:Control_de_autoridad	http://schema.org/isPartOf	https://es.wikisource.org/
https://et.wikipedia.org/wiki/Mall:Normandmed	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://et.wikipedia.org/wiki/Mall:Normandmed	http://schema.org/inLanguage	et
https://et.wikipedia.org/wiki/Mall:Normandmed	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://et.wikipedia.org/wiki/Mall:Normandmed	http://schema.org/name	Mall:Normandmed
https://et.wikipedia.org/wiki/Mall:Normandmed	http://schema.org/isPartOf	https://et.wikipedia.org/
https://eu.wikipedia.org/wiki/Txantiloi:Autoritate_kontrola	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://eu.wikipedia.org/wiki/Txantiloi:Autoritate_kontrola	http://schema.org/inLanguage	eu
https://eu.wikipedia.org/wiki/Txantiloi:Autoritate_kontrola	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://eu.wikipedia.org/wiki/Txantiloi:Autoritate_kontrola	http://schema.org/name	Txantiloi:Autoritate kontrola
https://eu.wikipedia.org/wiki/Txantiloi:Autoritate_kontrola	http://schema.org/isPartOf	https://eu.wikipedia.org/
https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88:%D8%AF%D8%A7%D8%AF%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C_%DA%A9%D8%AA%D8%A7%D8%A8%D8%AE%D8%A7%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88:%D8%AF%D8%A7%D8%AF%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C_%DA%A9%D8%AA%D8%A7%D8%A8%D8%AE%D8%A7%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C	http://schema.org/inLanguage	fa
https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88:%D8%AF%D8%A7%D8%AF%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C_%DA%A9%D8%AA%D8%A7%D8%A8%D8%AE%D8%A7%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88:%D8%AF%D8%A7%D8%AF%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C_%DA%A9%D8%AA%D8%A7%D8%A8%D8%AE%D8%A7%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C	http://schema.org/name	الگو:دادههای کتابخانهای
https://fa.wikipedia.org/wiki/%D8%A7%D9%84%DA%AF%D9%88:%D8%AF%D8%A7%D8%AF%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C_%DA%A9%D8%AA%D8%A7%D8%A8%D8%AE%D8%A7%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C	http://schema.org/isPartOf	https://fa.wikipedia.org/
https://fi.wikipedia.org/wiki/Malline:Auktoriteettitunnisteet	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://fi.wikipedia.org/wiki/Malline:Auktoriteettitunnisteet	http://schema.org/inLanguage	fi
https://fi.wikipedia.org/wiki/Malline:Auktoriteettitunnisteet	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://fi.wikipedia.org/wiki/Malline:Auktoriteettitunnisteet	http://schema.org/name	Malline:Auktoriteettitunnisteet
https://fi.wikipedia.org/wiki/Malline:Auktoriteettitunnisteet	http://schema.org/isPartOf	https://fi.wikipedia.org/
https://fr.wikipedia.org/wiki/Mod%C3%A8le:Autorit%C3%A9	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://fr.wikipedia.org/wiki/Mod%C3%A8le:Autorit%C3%A9	http://schema.org/inLanguage	fr
https://fr.wikipedia.org/wiki/Mod%C3%A8le:Autorit%C3%A9	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://fr.wikipedia.org/wiki/Mod%C3%A8le:Autorit%C3%A9	http://schema.org/name	Modèle:Autorité
https://fr.wikipedia.org/wiki/Mod%C3%A8le:Autorit%C3%A9	http://schema.org/isPartOf	https://fr.wikipedia.org/
https://fr.wikisource.org/wiki/Mod%C3%A8le:Autorit%C3%A9	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://fr.wikisource.org/wiki/Mod%C3%A8le:Autorit%C3%A9	http://schema.org/inLanguage	fr
https://fr.wikisource.org/wiki/Mod%C3%A8le:Autorit%C3%A9	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://fr.wikisource.org/wiki/Mod%C3%A8le:Autorit%C3%A9	http://schema.org/name	Modèle:Autorité
https://fr.wikisource.org/wiki/Mod%C3%A8le:Autorit%C3%A9	http://schema.org/isPartOf	https://fr.wikisource.org/
https://frr.wikipedia.org/wiki/Vorlage:Normdooten	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://frr.wikipedia.org/wiki/Vorlage:Normdooten	http://schema.org/inLanguage	frr
https://frr.wikipedia.org/wiki/Vorlage:Normdooten	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://frr.wikipedia.org/wiki/Vorlage:Normdooten	http://schema.org/name	Vorlage:Normdooten
https://frr.wikipedia.org/wiki/Vorlage:Normdooten	http://schema.org/isPartOf	https://frr.wikipedia.org/
https://gl.wikipedia.org/wiki/Modelo:Control_de_autoridades	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://gl.wikipedia.org/wiki/Modelo:Control_de_autoridades	http://schema.org/inLanguage	gl
https://gl.wikipedia.org/wiki/Modelo:Control_de_autoridades	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://gl.wikipedia.org/wiki/Modelo:Control_de_autoridades	http://schema.org/name	Modelo:Control de autoridades
https://gl.wikipedia.org/wiki/Modelo:Control_de_autoridades	http://schema.org/isPartOf	https://gl.wikipedia.org/
https://gl.wikiquote.org/wiki/Modelo:Control_de_autoridades	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://gl.wikiquote.org/wiki/Modelo:Control_de_autoridades	http://schema.org/inLanguage	gl
https://gl.wikiquote.org/wiki/Modelo:Control_de_autoridades	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://gl.wikiquote.org/wiki/Modelo:Control_de_autoridades	http://schema.org/name	Modelo:Control de autoridades
https://gl.wikiquote.org/wiki/Modelo:Control_de_autoridades	http://schema.org/isPartOf	https://gl.wikiquote.org/
https://gl.wikisource.org/wiki/Modelo:Control_de_autoridades	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://gl.wikisource.org/wiki/Modelo:Control_de_autoridades	http://schema.org/inLanguage	gl
https://gl.wikisource.org/wiki/Modelo:Control_de_autoridades	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://gl.wikisource.org/wiki/Modelo:Control_de_autoridades	http://schema.org/name	Modelo:Control de autoridades
https://gl.wikisource.org/wiki/Modelo:Control_de_autoridades	http://schema.org/isPartOf	https://gl.wikisource.org/
https://hak.wikipedia.org/wiki/%E6%A8%A1%E6%9D%BF:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://hak.wikipedia.org/wiki/%E6%A8%A1%E6%9D%BF:Authority_control	http://schema.org/inLanguage	hak
https://hak.wikipedia.org/wiki/%E6%A8%A1%E6%9D%BF:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://hak.wikipedia.org/wiki/%E6%A8%A1%E6%9D%BF:Authority_control	http://schema.org/name	模板:Authority control
https://hak.wikipedia.org/wiki/%E6%A8%A1%E6%9D%BF:Authority_control	http://schema.org/isPartOf	https://hak.wikipedia.org/
https://he.wikipedia.org/wiki/%D7%AA%D7%91%D7%A0%D7%99%D7%AA:%D7%91%D7%A7%D7%A8%D7%AA_%D7%96%D7%94%D7%95%D7%99%D7%95%D7%AA	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://he.wikipedia.org/wiki/%D7%AA%D7%91%D7%A0%D7%99%D7%AA:%D7%91%D7%A7%D7%A8%D7%AA_%D7%96%D7%94%D7%95%D7%99%D7%95%D7%AA	http://schema.org/inLanguage	he
https://he.wikipedia.org/wiki/%D7%AA%D7%91%D7%A0%D7%99%D7%AA:%D7%91%D7%A7%D7%A8%D7%AA_%D7%96%D7%94%D7%95%D7%99%D7%95%D7%AA	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://he.wikipedia.org/wiki/%D7%AA%D7%91%D7%A0%D7%99%D7%AA:%D7%91%D7%A7%D7%A8%D7%AA_%D7%96%D7%94%D7%95%D7%99%D7%95%D7%AA	http://schema.org/name	תבנית:בקרת זהויות
https://he.wikipedia.org/wiki/%D7%AA%D7%91%D7%A0%D7%99%D7%AA:%D7%91%D7%A7%D7%A8%D7%AA_%D7%96%D7%94%D7%95%D7%99%D7%95%D7%AA	http://schema.org/isPartOf	https://he.wikipedia.org/
https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A4%BE%E0%A4%81%E0%A4%9A%E0%A4%BE:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A4%BE%E0%A4%81%E0%A4%9A%E0%A4%BE:Authority_control	http://schema.org/inLanguage	hi
https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A4%BE%E0%A4%81%E0%A4%9A%E0%A4%BE:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A4%BE%E0%A4%81%E0%A4%9A%E0%A4%BE:Authority_control	http://schema.org/name	साँचा:Authority control
https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A4%BE%E0%A4%81%E0%A4%9A%E0%A4%BE:Authority_control	http://schema.org/isPartOf	https://hi.wikipedia.org/
https://hif.wikipedia.org/wiki/Template:Authority_control	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://hif.wikipedia.org/wiki/Template:Authority_control	http://schema.org/inLanguage	hif
https://hif.wikipedia.org/wiki/Template:Authority_control	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://hif.wikipedia.org/wiki/Template:Authority_control	http://schema.org/name	Template:Authority control
https://hif.wikipedia.org/wiki/Template:Authority_control	http://schema.org/isPartOf	https://hif.wikipedia.org/
https://hu.wikipedia.org/wiki/Sablon:Nemzetk%C3%B6zi_katal%C3%B3gusok	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://hu.wikipedia.org/wiki/Sablon:Nemzetk%C3%B6zi_katal%C3%B3gusok	http://schema.org/inLanguage	hu
https://hu.wikipedia.org/wiki/Sablon:Nemzetk%C3%B6zi_katal%C3%B3gusok	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://schema.org/Article
https://hu.wikipedia.org/wiki/Sablon:Nemzetk%C3%B6zi_katal%C3%B3gusok	http://schema.org/name	Sablon:Nemzetközi katalógusok
https://hu.wikipedia.org/wiki/Sablon:Nemzetk%C3%B6zi_katal%C3%B3gusok	http://schema.org/isPartOf	https://hu.wikipedia.org/
https://hy.wikipedia.org/wiki/%D4%BF%D5%A1%D5%B2%D5%A1%D5%BA%D5%A1%D6%80:%D4%B1%D6%80%D5%BF%D5%A1%D6%84%D5%AB%D5%B6_%D5%B0%D5%B2%D5%B8%D6%82%D5%B4%D5%B6%D5%A5%D6%80	http://schema.org/about	http://www.wikidata.org/entity/Q3907614
https://hy.wikipedia.org/wiki/%D4%BF%D5%A1%D5%B2%D5%A1%D5%BA%D5%A1%D6%80:%D4%B1%D6%80%D5%BF%D5%A1%D6%84%D5%AB%D5%B6_%D5%B0%D5%B2%D5%B8%D6%82%D5%B4%D5%B6%D5%A5%D6%80	http://schema.org/inLanguage	hy
