Root path: ../../graphs/oecdTopics/
Sample Size: 100

type; dataset; language; mean; stdgml; work; fr; 1.0; 0.0
gml; work; es; 1.0; 0.0
gml; thermodynamic process; id; 1.0; 0.0
gml; thermodynamic process; fr; 1.0; 0.0
gml; thermodynamic process; mr; 1.0; 0.0
gml; thermodynamic process; tr; 1.0; 0.0
gml; thermodynamic process; lv; 1.0; 0.0
gml; thermodynamic process; el; 1.0; 0.0
gml; thermodynamic process; es; 1.0; 0.0
gml; thermodynamic process; pl; 1.0; 0.0
gml; thermodynamic process; vi; 1.0; 0.0
gml; thermodynamic process; de; 1.0; 0.0
gml; thermodynamic process; sh; 1.0; 0.0
gml; thermodynamic process; nl; 1.0; 0.0
gml; thermodynamic process; si; 1.0; 0.0
gml; thermodynamic process; pt; 1.0; 0.0
gml; thermodynamic process; ro; 1.0; 0.0
gml; thermodynamic process; ja; 1.0; 0.0
gml; thermodynamic process; simple; 1.0; 0.0
gml; thermodynamic process; it; 1.0; 0.0
gml; thermodynamic process; he; 1.0; 0.0
gml; thermodynamic process; da; 1.0; 0.0
gml; thermodynamic process; en; 1.0; 0.0
gml; thermodynamic process; sr; 1.0; 0.0
gml; thermodynamic process; sv; 1.0; 0.0
gml; thermodynamic process; ckb; 1.0; 0.0
gml; thermodynamic process; ru; 1.0; 0.0
gml; thermodynamic process; hi; 1.0; 0.0
gml; thermodynamic process; bs; 1.0; 0.0
gml; thermodynamic process; zh; 1.0; 0.0
gml; thermodynamic process; mk; 1.0; 0.0
gml; thermodynamic process; hu; 1.0; 0.0
gml; thermodynamic process; ko; 1.0; 0.0
gml; standard language; id; 1.0; 0.0
gml; standard language; fr; 1.0; 0.0
gml; standard language; mr; 1.0; 0.0
gml; standard language; tr; 1.0; 0.0
gml; standard language; lv; 1.0; 0.0
gml; standard language; el; 1.0; 0.0
gml; standard language; es; 1.0; 0.0
gml; standard language; pl; 1.0; 0.0
gml; standard language; vi; 1.0; 0.0
gml; standard language; de; 1.0; 0.0
gml; standard language; ml; 1.0; 0.0
gml; standard language; sh; 1.0; 0.0
gml; standard language; nl; 1.0; 0.0
gml; standard language; si; 1.0; 0.0
gml; standard language; pt; 1.0; 0.0
gml; standard language; ro; 1.0; 0.0
gml; standard language; ja; 1.0; 0.0
gml; standard language; simple; 1.0; 0.0
gml; standard language; it; 1.0; 0.0
gml; standard language; ceb; 1.0; 0.0
gml; standard language; he; 1.0; 0.0
gml; standard language; da; 1.0; 0.0
gml; standard language; en; 1.0; 0.0
gml; standard language; sr; 1.0; 0.0
gml; standard language; sv; 1.0; 0.0
gml; standard language; ckb; 1.0; 0.0
gml; standard language; ru; 1.0; 0.0
gml; standard language; hi; 1.0; 0.0
gml; standard language; arz; 1.0; 0.0
gml; standard language; bs; 1.0; 0.0
gml; standard language; te; 1.0; 0.0
gml; standard language; zh; 1.0; 0.0
gml; standard language; mk; 1.0; 0.0
gml; standard language; hu; 1.0; 0.0
gml; standard language; ko; 1.0; 0.0
gml; standard language; war; 1.0; 0.0
gml; neutron star; fr; 1.0; 0.0
gml; neutron star; tr; 1.0; 0.0
gml; neutron star; es; 1.0; 0.0
gml; neutron star; pl; 1.0; 0.0
gml; neutron star; vi; 1.0; 0.0
gml; neutron star; de; 1.0; 0.0
gml; neutron star; nl; 1.0; 0.0
gml; neutron star; pt; 1.0; 0.0
gml; neutron star; ja; 1.0; 0.0
gml; neutron star; da; 1.0; 0.0
gml; neutron star; en; 1.0; 0.0
gml; neutron star; sv; 1.0; 0.0
gml; neutron star; ru; 1.0; 0.0
gml; neutron star; bs; 1.0; 0.0
gml; neutron star; zh; 1.0; 0.0
gml; neutron star; ko; 1.0; 0.0
gml; ceramic; id; 1.0; 0.0
gml; ceramic; fr; 1.0; 0.0
gml; ceramic; tr; 1.0; 0.0
gml; ceramic; el; 1.0; 0.0
gml; ceramic; es; 1.0; 0.0
gml; ceramic; pl; 1.0; 0.0
gml; ceramic; de; 1.0; 0.0
gml; ceramic; nl; 1.0; 0.0
gml; ceramic; pt; 1.0; 0.0
gml; ceramic; ja; 1.0; 0.0
gml; ceramic; it; 1.0; 0.0
gml; ceramic; he; 1.0; 0.0
gml; ceramic; da; 1.0; 0.0
gml; ceramic; en; 1.0; 0.0
gml; ceramic; sr; 1.0; 0.0
gml; ceramic; sv; 1.0; 0.0
gml; ceramic; ru; 1.0; 0.0
gml; ceramic; zh; 1.0; 0.0
gml; law; id; 1.0; 0.0
gml; law; fr; 1.0; 0.0
gml; law; mr; 1.0; 0.0
gml; law; tr; 1.0; 0.0
gml; law; el; 1.0; 0.0
gml; law; es; 1.0; 0.0
gml; law; pl; 1.0; 0.0
gml; law; vi; 1.0; 0.0
gml; law; de; 1.0; 0.0
gml; law; ml; 1.0; 0.0
gml; law; sh; 1.0; 0.0
gml; law; nl; 1.0; 0.0
gml; law; si; 1.0; 0.0
gml; law; pt; 1.0; 0.0
gml; law; ro; 1.0; 0.0
gml; law; ja; 1.0; 0.0
gml; law; simple; 1.0; 0.0
gml; law; it; 1.0; 0.0
gml; law; he; 1.0; 0.0
gml; law; da; 1.0; 0.0
gml; law; en; 1.0; 0.0
gml; law; sr; 1.0; 0.0
gml; law; sv; 1.0; 0.0
gml; law; ckb; 1.0; 0.0
gml; law; ru; 1.0; 0.0
gml; law; hi; 1.0; 0.0
gml; law; bs; 1.0; 0.0
gml; law; te; 1.0; 0.0
gml; law; zh; 1.0; 0.0
gml; law; mk; 1.0; 0.0
gml; law; hu; 1.0; 0.0
gml; law; ko; 1.0; 0.0
gml; law; war; 1.0; 0.0
gml; history; id; 1.0; 0.0
gml; history; fr; 1.0; 0.0
gml; history; tr; 1.0; 0.0
gml; history; es; 1.0; 0.0
gml; history; pl; 1.0; 0.0
gml; history; vi; 1.0; 0.0
gml; history; de; 1.0; 0.0
gml; history; sh; 1.0; 0.0
gml; history; nl; 1.0; 0.0
gml; history; pt; 1.0; 0.0
gml; history; ro; 1.0; 0.0
gml; history; ja; 1.0; 0.0
gml; history; simple; 1.0; 0.0
gml; history; it; 1.0; 0.0
gml; history; he; 1.0; 0.0
gml; history; da; 1.0; 0.0
gml; history; en; 1.0; 0.0
gml; history; sr; 1.0; 0.0
gml; history; sv; 1.0; 0.0
gml; history; ru; 1.0; 0.0
gml; history; bs; 1.0; 0.0
gml; history; zh; 1.0; 0.0
gml; history; mk; 1.0; 0.0
gml; history; hu; 1.0; 0.0
gml; history; ko; 1.0; 0.0
gml; social conflict; es; 1.0; 0.0
gml; social conflict; en; 1.0; 0.0
gml; history of music; pl; 1.0; 0.0
gml; history of music; en; 1.0; 0.0
gml; term; id; 1.0; 0.0
gml; term; fr; 1.0; 0.0
gml; term; mr; 1.0; 0.0
gml; term; tr; 1.0; 0.0
gml; term; lv; 1.0; 0.0
gml; term; el; 1.0; 0.0
gml; term; es; 1.0; 0.0
gml; term; pl; 1.0; 0.0
gml; term; vi; 1.0; 0.0
gml; term; de; 1.0; 0.0
gml; term; ml; 1.0; 0.0
gml; term; sh; 1.0; 0.0
gml; term; nl; 1.0; 0.0
gml; term; si; 1.0; 0.0
gml; term; pt; 1.0; 0.0
gml; term; ro; 1.0; 0.0
gml; term; ja; 1.0; 0.0
gml; term; simple; 1.0; 0.0
gml; term; it; 1.0; 0.0
gml; term; ceb; 1.0; 0.0
gml; term; he; 1.0; 0.0
gml; term; da; 1.0; 0.0
gml; term; en; 1.0; 0.0
gml; term; sr; 1.0; 0.0
gml; term; sv; 1.0; 0.0
gml; term; ckb; 1.0; 0.0
gml; term; ru; 1.0; 0.0
gml; term; hi; 1.0; 0.0
gml; term; arz; 1.0; 0.0
gml; term; bs; 1.0; 0.0
gml; term; te; 1.0; 0.0
gml; term; zh; 1.0; 0.0
gml; term; mk; 1.0; 0.0
gml; term; hu; 1.0; 0.0
gml; term; ko; 1.0; 0.0
gml; term; war; 1.0; 0.0
gml; gender; fr; 1.0; 0.0
gml; gender; es; 1.0; 0.0
gml; gender; pl; 1.0; 0.0
gml; gender; de; 1.0; 0.0
gml; gender; pt; 1.0; 0.0
gml; gender; ro; 1.0; 0.0
gml; gender; ja; 1.0; 0.0
gml; gender; simple; 1.0; 0.0
gml; gender; it; 1.0; 0.0
gml; gender; he; 1.0; 0.0
gml; gender; en; 1.0; 0.0
gml; gender; sr; 1.0; 0.0
gml; gender; zh; 1.0; 0.0
gml; gender; ko; 1.0; 0.0
gml; symptom; id; 1.0; 0.0
gml; symptom; fr; 1.0; 0.0
gml; symptom; mr; 1.0; 0.0
gml; symptom; tr; 1.0; 0.0
gml; symptom; lv; 1.0; 0.0
gml; symptom; el; 1.0; 0.0
gml; symptom; es; 1.0; 0.0
gml; symptom; pl; 1.0; 0.0
gml; symptom; vi; 1.0; 0.0
gml; symptom; de; 1.0; 0.0
gml; symptom; ml; 1.0; 0.0
gml; symptom; sh; 1.0; 0.0
gml; symptom; nl; 1.0; 0.0
gml; symptom; si; 1.0; 0.0
gml; symptom; pt; 1.0; 0.0
gml; symptom; ro; 1.0; 0.0
gml; symptom; ja; 1.0; 0.0
gml; symptom; simple; 1.0; 0.0
gml; symptom; it; 1.0; 0.0
gml; symptom; ceb; 1.0; 0.0
gml; symptom; he; 1.0; 0.0
gml; symptom; da; 1.0; 0.0
gml; symptom; en; 1.0; 0.0
gml; symptom; sr; 1.0; 0.0
gml; symptom; sv; 1.0; 0.0
gml; symptom; ckb; 1.0; 0.0
gml; symptom; ru; 1.0; 0.0
gml; symptom; hi; 1.0; 0.0
gml; symptom; arz; 1.0; 0.0
gml; symptom; bs; 1.0; 0.0
gml; symptom; te; 1.0; 0.0
gml; symptom; zh; 1.0; 0.0
gml; symptom; mk; 1.0; 0.0
gml; symptom; hu; 1.0; 0.0
gml; symptom; ko; 1.0; 0.0
gml; symptom; war; 1.0; 0.0
gml; cancer; fr; 1.0; 0.0
gml; cancer; de; 1.0; 0.0
gml; cancer; it; 1.0; 0.0
gml; cancer; en; 1.0; 0.0
gml; Jewish people; fr; 1.0; 0.0
gml; Jewish people; tr; 1.0; 0.0
gml; Jewish people; es; 1.0; 0.0
gml; Jewish people; pl; 1.0; 0.0
gml; Jewish people; de; 1.0; 0.0
gml; Jewish people; nl; 1.0; 0.0
gml; Jewish people; pt; 1.0; 0.0
gml; Jewish people; ja; 1.0; 0.0
gml; Jewish people; it; 1.0; 0.0
gml; Jewish people; he; 1.0; 0.0
gml; Jewish people; en; 1.0; 0.0
gml; Jewish people; sv; 1.0; 0.0
gml; Jewish people; ru; 1.0; 0.0
gml; archaeological site; id; 1.0; 0.0
gml; archaeological site; fr; 1.0; 0.0
gml; archaeological site; mr; 1.0; 0.0
gml; archaeological site; tr; 1.0; 0.0
gml; archaeological site; lv; 1.0; 0.0
gml; archaeological site; el; 1.0; 0.0
gml; archaeological site; es; 1.0; 0.0
gml; archaeological site; pl; 1.0; 0.0
gml; archaeological site; vi; 1.0; 0.0
gml; archaeological site; de; 1.0; 0.0
gml; archaeological site; ml; 1.0; 0.0
gml; archaeological site; sh; 1.0; 0.0
gml; archaeological site; nl; 1.0; 0.0
gml; archaeological site; si; 1.0; 0.0
gml; archaeological site; pt; 1.0; 0.0
gml; archaeological site; ro; 1.0; 0.0
gml; archaeological site; ja; 1.0; 0.0
gml; archaeological site; simple; 1.0; 0.0
gml; archaeological site; it; 1.0; 0.0
gml; archaeological site; ceb; 1.0; 0.0
gml; archaeological site; he; 1.0; 0.0
gml; archaeological site; da; 1.0; 0.0
gml; archaeological site; en; 1.0; 0.0
gml; archaeological site; sr; 1.0; 0.0
gml; archaeological site; sv; 1.0; 0.0
gml; archaeological site; ckb; 1.0; 0.0
gml; archaeological site; ru; 1.0; 0.0
gml; archaeological site; hi; 1.0; 0.0
gml; archaeological site; arz; 1.0; 0.0
gml; archaeological site; bs; 1.0; 0.0
gml; archaeological site; te; 1.0; 0.0
gml; archaeological site; zh; 1.0; 0.0
gml; archaeological site; mk; 1.0; 0.0
gml; archaeological site; hu; 1.0; 0.0
gml; archaeological site; ko; 1.0; 0.0
gml; archaeological site; war; 1.0; 0.0
gml; animal; id; 1.0; 0.0
gml; animal; fr; 1.0; 0.0
gml; animal; mr; 1.0; 0.0
gml; animal; tr; 1.0; 0.0
gml; animal; lv; 1.0; 0.0
gml; animal; el; 1.0; 0.0
gml; animal; es; 1.0; 0.0
gml; animal; pl; 1.0; 0.0
gml; animal; vi; 1.0; 0.0
gml; animal; de; 1.0; 0.0
gml; animal; ml; 1.0; 0.0
gml; animal; sh; 1.0; 0.0
gml; animal; nl; 1.0; 0.0
gml; animal; pt; 1.0; 0.0
gml; animal; ro; 1.0; 0.0
gml; animal; ja; 1.0; 0.0
gml; animal; simple; 1.0; 0.0
gml; animal; it; 1.0; 0.0
gml; animal; he; 1.0; 0.0
gml; animal; da; 1.0; 0.0
gml; animal; en; 1.0; 0.0
gml; animal; sr; 1.0; 0.0
gml; animal; sv; 1.0; 0.0
gml; animal; ru; 1.0; 0.0
gml; animal; hi; 1.0; 0.0
gml; animal; arz; 1.0; 0.0
gml; animal; bs; 1.0; 0.0
gml; animal; te; 1.0; 0.0
gml; animal; zh; 1.0; 0.0
gml; animal; mk; 1.0; 0.0
gml; animal; hu; 1.0; 0.0
gml; animal; ko; 1.0; 0.0
gml; vocabulary; fr; 1.0; 0.0
gml; vocabulary; es; 1.0; 0.0
gml; vocabulary; de; 1.0; 0.0
gml; vocabulary; ro; 1.0; 0.0
gml; vocabulary; ja; 1.0; 0.0
gml; vocabulary; en; 1.0; 0.0
gml; vocabulary; ru; 1.0; 0.0
gml; vocabulary; zh; 1.0; 0.0
gml; vocabulary; hu; 1.0; 0.0
gml; Ancient Greece; es; 1.0; 0.0
gml; Ancient Greece; en; 1.0; 0.0
gml; stellar magnetic field; zh; 1.0; 0.0
gml; human behaviour; id; 1.0; 0.0
gml; human behaviour; fr; 1.0; 0.0
gml; human behaviour; mr; 1.0; 0.0
gml; human behaviour; tr; 1.0; 0.0
gml; human behaviour; lv; 1.0; 0.0
gml; human behaviour; el; 1.0; 0.0
gml; human behaviour; es; 1.0; 0.0
gml; human behaviour; pl; 1.0; 0.0
gml; human behaviour; vi; 1.0; 0.0
gml; human behaviour; de; 1.0; 0.0
gml; human behaviour; ml; 1.0; 0.0
gml; human behaviour; sh; 1.0; 0.0
gml; human behaviour; nl; 1.0; 0.0
gml; human behaviour; pt; 1.0; 0.0
gml; human behaviour; ro; 1.0; 0.0
gml; human behaviour; ja; 1.0; 0.0
gml; human behaviour; simple; 1.0; 0.0
gml; human behaviour; it; 1.0; 0.0
gml; human behaviour; he; 1.0; 0.0
gml; human behaviour; da; 1.0; 0.0
gml; human behaviour; en; 1.0; 0.0
gml; human behaviour; sr; 1.0; 0.0
gml; human behaviour; sv; 1.0; 0.0
gml; human behaviour; ru; 1.0; 0.0
gml; human behaviour; hi; 1.0; 0.0
gml; human behaviour; arz; 1.0; 0.0
gml; human behaviour; bs; 1.0; 0.0
gml; human behaviour; te; 1.0; 0.0
gml; human behaviour; zh; 1.0; 0.0
gml; human behaviour; mk; 1.0; 0.0
gml; human behaviour; hu; 1.0; 0.0
gml; human behaviour; ko; 1.0; 0.0
gml; plant structure; id; 1.0; 0.0
gml; plant structure; fr; 1.0; 0.0
gml; plant structure; mr; 1.0; 0.0
gml; plant structure; tr; 1.0; 0.0
gml; plant structure; lv; 1.0; 0.0
gml; plant structure; el; 1.0; 0.0
gml; plant structure; es; 1.0; 0.0
gml; plant structure; pl; 1.0; 0.0
gml; plant structure; vi; 1.0; 0.0
gml; plant structure; de; 1.0; 0.0
gml; plant structure; ml; 1.0; 0.0
gml; plant structure; sh; 1.0; 0.0
gml; plant structure; nl; 1.0; 0.0
gml; plant structure; si; 1.0; 0.0
gml; plant structure; pt; 1.0; 0.0
gml; plant structure; ro; 1.0; 0.0
gml; plant structure; ja; 1.0; 0.0
gml; plant structure; simple; 1.0; 0.0
gml; plant structure; it; 1.0; 0.0
gml; plant structure; he; 1.0; 0.0
gml; plant structure; da; 1.0; 0.0
gml; plant structure; en; 1.0; 0.0
gml; plant structure; sr; 1.0; 0.0
gml; plant structure; sv; 1.0; 0.0
gml; plant structure; ckb; 1.0; 0.0
gml; plant structure; ru; 1.0; 0.0
gml; plant structure; hi; 1.0; 0.0
gml; plant structure; bs; 1.0; 0.0
gml; plant structure; te; 1.0; 0.0
gml; plant structure; zh; 1.0; 0.0
gml; plant structure; mk; 1.0; 0.0
gml; plant structure; hu; 1.0; 0.0
gml; plant structure; ko; 1.0; 0.0
gml; plant structure; war; 1.0; 0.0
gml; group action; id; 1.0; 0.0
gml; group action; fr; 1.0; 0.0
gml; group action; mr; 1.0; 0.0
gml; group action; tr; 1.0; 0.0
gml; group action; lv; 1.0; 0.0
gml; group action; el; 1.0; 0.0
gml; group action; es; 1.0; 0.0
gml; group action; pl; 1.0; 0.0
gml; group action; vi; 1.0; 0.0
gml; group action; de; 1.0; 0.0
gml; group action; ml; 1.0; 0.0
gml; group action; sh; 1.0; 0.0
gml; group action; nl; 1.0; 0.0
gml; group action; pt; 1.0; 0.0
gml; group action; ro; 1.0; 0.0
gml; group action; ja; 1.0; 0.0
gml; group action; simple; 1.0; 0.0
gml; group action; it; 1.0; 0.0
gml; group action; he; 1.0; 0.0
gml; group action; da; 1.0; 0.0
gml; group action; en; 1.0; 0.0
gml; group action; sr; 1.0; 0.0
gml; group action; sv; 1.0; 0.0
gml; group action; ru; 1.0; 0.0
gml; group action; hi; 1.0; 0.0
gml; group action; arz; 1.0; 0.0
gml; group action; bs; 1.0; 0.0
gml; group action; zh; 1.0; 0.0
gml; group action; mk; 1.0; 0.0
gml; group action; hu; 1.0; 0.0
gml; group action; ko; 1.0; 0.0
gml; work of art; id; 1.0; 0.0
gml; work of art; fr; 1.0; 0.0
gml; work of art; tr; 1.0; 0.0
gml; work of art; lv; 1.0; 0.0
gml; work of art; el; 1.0; 0.0
gml; work of art; es; 1.0; 0.0
gml; work of art; pl; 1.0; 0.0
gml; work of art; vi; 1.0; 0.0
gml; work of art; de; 1.0; 0.0
gml; work of art; ml; 1.0; 0.0
gml; work of art; sh; 1.0; 0.0
gml; work of art; nl; 1.0; 0.0
gml; work of art; pt; 1.0; 0.0
gml; work of art; ro; 1.0; 0.0
gml; work of art; ja; 1.0; 0.0
gml; work of art; simple; 1.0; 0.0
gml; work of art; it; 1.0; 0.0
gml; work of art; ceb; 1.0; 0.0
gml; work of art; he; 1.0; 0.0
gml; work of art; da; 1.0; 0.0
gml; work of art; en; 1.0; 0.0
gml; work of art; sr; 1.0; 0.0
gml; work of art; sv; 1.0; 0.0
gml; work of art; ru; 1.0; 0.0
gml; work of art; hi; 1.0; 0.0
gml; work of art; te; 1.0; 0.0
gml; work of art; zh; 1.0; 0.0
gml; work of art; mk; 1.0; 0.0
gml; work of art; hu; 1.0; 0.0
gml; work of art; ko; 1.0; 0.0
gml; kiss; es; 1.0; 0.0
gml; kiss; de; 1.0; 0.0
gml; kiss; it; 1.0; 0.0
gml; kiss; he; 1.0; 0.0
gml; kiss; en; 1.0; 0.0
gml; kiss; ru; 1.0; 0.0
gml; temperature; id; 1.0; 0.0
gml; temperature; fr; 1.0; 0.0
gml; temperature; es; 1.0; 0.0
gml; temperature; pl; 1.0; 0.0
gml; temperature; de; 1.0; 0.0
gml; temperature; sh; 1.0; 0.0
gml; temperature; nl; 1.0; 0.0
gml; temperature; si; 1.0; 0.0
gml; temperature; pt; 1.0; 0.0
gml; temperature; ro; 1.0; 0.0
